tail,head,capacity,length,fft(min),alpha,beta,speedLimit,toll,link_type,
345,342,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
345,343,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
345,344,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
345,346,1298.36,1.08,1.08,0.15,4,1,0,0,0
346,345,1298.36,1.08,1.08,0.15,4,1,0,0,0
346,347,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
347,346,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
347,348,1298.36,1.97455,1.97455,0.15,4,1,0,0,0
348,125,1.00E+05,2,2,0.15,4,1,0,0,0
348,335,3395.99,1.78261,1.782616667,0.15,4,1,0,0,0
348,347,1298.36,1.97455,1.97455,0.15,4,1,0,0,0
348,353,3395.99,5.62319,5.623183333,0.15,4,1,0,0,0
349,26,1.00E+05,1.88,1.88,0.15,4,1,0,0,0
349,244,973.077,1.92593,1.925933333,0.15,4,1,0,0,0
349,350,973.077,2.12963,2.129633333,0.15,4,1,0,0,0
350,349,973.077,2.12963,2.129633333,0.15,4,1,0,0,0
350,351,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
350,352,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
351,344,2596.73,1.34182,1.34182,0.15,4,1,0,0,0
351,350,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
351,352,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
352,350,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
352,351,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
352,353,2596.73,3.43636,3.436366667,0.15,4,1,0,0,0
353,124,1.00E+05,2,2,0.15,4,1,0,0,0
353,241,3395.99,5.56522,5.565216667,0.15,4,1,0,0,0
353,348,3395.99,5.62319,5.623183333,0.15,4,1,0,0,0
353,352,2596.73,3.43636,3.436366667,0.15,4,1,0,0,0
354,24,1.00E+05,2.64,2.64,0.15,4,1,0,0,0
354,207,662.622,0.521739,0.521738333,0.15,4,1,0.0521739,0,0
354,210,662.622,0.443478,0.443478333,0.15,4,1,0,0,0
355,356,2678.26,0.192,0.192,0.15,4,1,0,0,0
355,357,1325.24,0.652174,0.652173333,0.15,4,1,0,0,0
355,885,4017.38,0.384,0.384,0.15,4,1,0.0384,0,0
356,270,2678.26,0.648,0.648,0.15,4,1,0,0,0
356,355,4017.38,0.192,0.192,0.15,4,1,0.0192,0,0
357,356,1987.87,0.443478,0.443478333,0.15,4,1,0,0,0
357,358,1987.87,0.286957,0.286956667,0.15,4,1,0,0,0
358,359,2678.26,0.336,0.336,0.15,4,1,0,0,0
358,360,1325.24,0.573913,0.573913333,0.15,4,1,0,0,0
358,925,2678.26,0.768,0.768,0.15,4,1,0.0768,0,0
359,357,1987.87,0.886957,0.886956667,0.15,4,1,0,0,0
359,358,2678.26,0.336,0.336,0.15,4,1,0.0336,0,0
359,368,2678.26,1.32,1.32,0.15,4,1,0,0,0
360,46,1.00E+05,0.4,0.4,0.15,4,1,0,0,0
360,363,1325.24,0.678261,0.678261667,0.15,4,1,0,0,0
361,46,1.00E+05,0.4,0.4,0.15,4,1,0,0,0
361,359,1325.24,0.652174,0.652173333,0.15,4,1,0,0,0
362,46,1.00E+05,1.2,1.2,0.15,4,1,0,0,0
362,363,4017.38,0.336,0.336,0.15,4,1,0,0,0
362,1011,2678.26,0.312,0.312,0.15,4,1,0.0312,0,0
363,362,2678.26,0.336,0.336,0.15,4,1,0.0336,0,0
363,364,1325.24,0.730435,0.730435,0.15,4,1,0,0,0
363,366,1882.58,0.286957,0.286956667,0.15,4,1,0.0286957,0,0
364,365,1325.24,0.286957,0.286956667,0.15,4,1,0,0,0
365,366,1325.24,0.730435,0.730435,0.15,4,1,0,0,0
365,448,1325.24,1.09565,1.09565,0.15,4,1,0,0,0
366,361,1325.24,0.286957,0.286956667,0.15,4,1,0,0,0
366,363,1882.58,0.286957,0.286956667,0.15,4,1,0.0286957,0,0
366,367,1882.58,0.652174,0.652173333,0.15,4,1,0.0652174,0,0
367,366,1882.58,0.652174,0.652173333,0.15,4,1,0.0652174,0,0
367,368,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
367,369,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
367,370,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
367,371,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
368,359,4017.38,1.32,1.32,0.15,4,1,0,0,0
368,367,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
368,369,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
368,370,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
368,371,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
369,367,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
369,368,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
369,370,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
369,371,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
369,447,662.622,0.730435,0.730435,0.15,4,1,0,0,0
370,367,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
370,368,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
370,369,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
370,371,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
370,383,2919.23,0.944444,0.944443333,0.15,4,1,0.0944444,0,0
371,367,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
371,368,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
371,369,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
371,370,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
371,372,1882.58,0.652174,0.652173333,0.15,4,1,0,0,0
372,371,2823.87,0.652174,0.652173333,0.15,4,1,0.0652174,0,0
372,373,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
373,372,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
373,374,1882.58,0.756522,0.756521667,0.15,4,1,0,0,0
374,373,1882.58,0.756522,0.756521667,0.15,4,1,0.0756522,0,0
374,375,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
375,374,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
375,376,941.289,0.547826,0.547826667,0.15,4,1,0,0,0
376,47,1.00E+05,0.72,0.72,0.15,4,1,0,0,0
376,375,1882.58,0.547826,0.547826667,0.15,4,1,0.0547826,0,0
376,377,941.289,0.286957,0.286956667,0.15,4,1,0,0,0
377,50,1.00E+05,1.48,1.48,0.15,4,1,0,0,0
377,376,1882.58,0.286957,0.286956667,0.15,4,1,0.0286957,0,0
377,378,941.289,0.286957,0.286956667,0.15,4,1,0,0,0
378,49,1.00E+05,1.52,1.52,0.15,4,1,0,0,0
378,377,1882.58,0.286957,0.286956667,0.15,4,1,0.0286957,0,0
378,379,941.289,0.547826,0.547826667,0.15,4,1,0,0,0
379,378,1882.58,0.547826,0.547826667,0.15,4,1,0,0,0
379,380,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
379,381,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
380,306,3492.09,0.713881,0.713881667,0.15,4,1,0,0,0
380,379,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
380,381,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
381,379,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
381,380,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
381,382,1882.58,0.86087,0.86087,0.15,4,1,0,0,0
382,50,1.00E+05,1,1,0.15,4,1,0,0,0
382,381,1882.58,0.86087,0.86087,0.15,4,1,0,0,0
382,391,1882.58,2.03478,2.034783333,0.15,4,1,0,0,0
383,51,1.00E+05,1.08,1.08,0.15,4,1,0,0,0
383,370,4017.38,1.224,1.224,0.15,4,1,0.1224,0,0
383,384,2919.23,0.351852,0.351851667,0.15,4,1,0.0351852,0,0
384,383,2919.23,0.351852,0.351851667,0.15,4,1,0.0351852,0,0
384,385,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
384,386,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
385,384,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
385,386,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
385,443,1946.15,0.648148,0.648148333,0.15,4,1,0,0,0
386,384,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
386,385,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
386,387,2919.23,0.888889,0.888888333,0.15,4,1,0.0888889,0,0
387,386,2919.23,0.888889,0.888888333,0.15,4,1,0,0,0
387,388,941.289,0.286957,0.286956667,0.15,4,1,0,0,0
387,389,2919.23,0.240741,0.240741667,0.15,4,1,0.0240741,0,0
388,387,941.289,0.286957,0.286956667,0.15,4,1,0,0,0
388,389,1882.58,0.286957,0.286956667,0.15,4,1,0,0,0
388,439,1946.15,2.42593,2.425933333,0.15,4,1,0,0,0
388,442,1882.58,1.12174,1.12174,0.15,4,1,0,0,0
389,387,2919.23,0.240741,0.240741667,0.15,4,1,0,0,0
389,388,1882.58,0.286957,0.286956667,0.15,4,1,0,0,0
389,390,4024.97,0.574074,0.574073333,0.15,4,1,0.0574074,0,0
390,389,4024.97,0.574074,0.574073333,0.15,4,1,0,0,0
390,391,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
390,392,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
391,382,1882.58,2.03478,2.034783333,0.15,4,1,0,0,0
391,390,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
391,392,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
392,390,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
392,391,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
392,393,2919.23,0.425926,0.425926667,0.15,4,1,0.0425926,0,0
393,55,1.00E+05,4.16,4.16,0.15,4,1,0,0,0
393,392,2919.23,0.425926,0.425926667,0.15,4,1,0.0425926,0,0
393,394,2919.23,0.240741,0.240741667,0.15,4,1,0.0240741,0,0
393,404,662.622,0.6,0.6,0.15,4,1,0,0,0
394,53,1.00E+05,1.36,1.36,0.15,4,1,0,0,0
394,393,2919.23,0.240741,0.240741667,0.15,4,1,0,0,0
394,395,2919.23,0.388889,0.388888333,0.15,4,1,0.0388889,0,0
395,54,1.00E+05,3.8,3.8,0.15,4,1,0,0,0
395,394,2919.23,0.388889,0.388888333,0.15,4,1,0,0,0
395,396,2919.23,0.296296,0.296296667,0.15,4,1,0.0296296,0,0
396,395,2919.23,0.296296,0.296296667,0.15,4,1,0,0,0
396,397,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
396,398,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
396,399,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
397,396,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
397,398,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
397,399,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
397,1035,2702.71,0.855073,0.855073333,0.15,4,1,0.0855073,0,0
398,396,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
398,397,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
398,399,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
398,406,2919.23,0.703704,0.703703333,0.15,4,1,0,0,0
399,396,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
399,397,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
399,398,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
399,400,662.622,0.913043,0.913043333,0.15,4,1,0,0,0
400,53,1.00E+05,0.84,0.84,0.15,4,1,0,0,0
400,399,662.622,0.913043,0.913043333,0.15,4,1,0,0,0
400,401,662.622,0.808696,0.808696667,0.15,4,1,0,0,0
401,400,662.622,0.808696,0.808696667,0.15,4,1,0,0,0
401,402,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
401,403,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
402,401,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
402,403,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
402,405,662.622,0.965217,0.965216667,0.15,4,1,0,0,0
403,401,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
403,402,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
403,404,662.622,0.965217,0.965216667,0.15,4,1,0,0,0
404,53,1.00E+05,0.96,0.96,0.15,4,1,0,0,0
404,393,662.622,0.6,0.6,0.15,4,1,0.06,0,0
404,403,662.622,0.965217,0.965216667,0.15,4,1,0,0,0
405,52,1.00E+05,0.84,0.84,0.15,4,1,0,0,0
405,402,662.622,0.965217,0.965216667,0.15,4,1,0,0,0
406,56,1.00E+05,0.88,0.88,0.15,4,1,0,0,0
406,398,2919.23,0.703704,0.703703333,0.15,4,1,0,0,0
406,407,2919.23,0.62963,0.62963,0.15,4,1,0,0,0
407,57,1.00E+05,3.8,3.8,0.15,4,1,0,0,0
407,406,2919.23,0.62963,0.62963,0.15,4,1,0,0,0
407,408,2919.23,1.7037,1.7037,0.15,4,1,0.17037,0,0
408,407,2919.23,1.7037,1.7037,0.15,4,1,0,0,0
408,409,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
408,410,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
409,408,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
409,412,1882.58,2.45217,2.452166667,0.15,4,1,0.245217,0,0
410,408,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
410,409,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
410,411,2919.23,1.25926,1.25926,0.15,4,1,0,0,0
411,62,1.00E+05,0.44,0.44,0.15,4,1,0,0,0
411,410,1946.15,1.25926,1.25926,0.15,4,1,0,0,0
411,414,2919.23,0.907407,0.907406667,0.15,4,1,0,0,0
412,58,1.00E+05,0.76,0.76,0.15,4,1,0,0,0
412,409,1882.58,2.45217,2.452166667,0.15,4,1,0,0,0
413,58,1.00E+05,0.92,0.92,0.15,4,1,0,0,0
413,415,2702.71,1.15942,1.15942,0.15,4,1,0,0,0
413,420,331.75,2.24,2.24,0.15,4,1,0,0,0
414,411,1946.15,0.907407,0.907406667,0.15,4,1,0,0,0
414,415,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
414,416,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
414,417,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
415,413,2702.71,1.15942,1.15942,0.15,4,1,0,0,0
415,414,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
415,416,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
415,417,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
416,414,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
416,415,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
416,417,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
416,419,2919.23,0.574074,0.574073333,0.15,4,1,0,0,0
417,414,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
417,415,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
417,416,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
417,418,2702.71,0.594203,0.594203333,0.15,4,1,0,0,0
418,62,1.00E+05,2.28,2.28,0.15,4,1,0,0,0
418,63,1.00E+05,0.76,0.76,0.15,4,1,0,0,0
418,417,2702.71,0.594203,0.594203333,0.15,4,1,0,0,0
418,428,2702.71,0.594203,0.594203333,0.15,4,1,0,0,0
419,63,1.00E+05,0.76,0.76,0.15,4,1,0,0,0
419,416,2919.23,0.574074,0.574073333,0.15,4,1,0.0574074,0,0
419,421,2919.23,0.833333,0.833333333,0.15,4,1,0,0,0
420,61,1.00E+05,2.28,2.28,0.15,4,1,0,0,0
420,413,331.75,2.24,2.24,0.15,4,1,0,0,0
421,61,1.00E+05,2.28,2.28,0.15,4,1,0,0,0
421,419,1946.15,0.833333,0.833333333,0.15,4,1,0.0833333,0,0
421,422,1946.15,1.59259,1.59259,0.15,4,1,0,0,0
422,421,1946.15,1.59259,1.59259,0.15,4,1,0,0,0
422,423,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
422,424,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
422,425,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
423,325,3395.99,3.11594,3.115933333,0.15,4,1,0,0,0
423,422,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
423,424,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
423,425,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
424,422,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
424,423,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
424,425,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
424,427,3395.99,1.26087,1.26087,0.15,4,1,0,0,0
425,422,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
425,423,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
425,424,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
425,426,1946.15,1.12963,1.12963,0.15,4,1,0,0,0
426,64,1.00E+05,1,1,0.15,4,1,0,0,0
426,425,1946.15,1.12963,1.12963,0.15,4,1,0,0,0
426,1030,1946.15,0.296296,0.296296667,0.15,4,1,0,0,0
427,424,3395.99,1.26087,1.26087,0.15,4,1,0,0,0
427,428,966.833,3.66667,3.666666667,0.15,4,1,0,0,0
427,469,3395.99,9.6087,9.6087,0.15,4,1,0,0,0
428,418,2702.71,0.594203,0.594203333,0.15,4,1,0,0,0
428,427,966.833,3.66667,3.666666667,0.15,4,1,0,0,0
428,429,2702.71,0.594203,0.594203333,0.15,4,1,0,0,0
429,62,1.00E+05,2.28,2.28,0.15,4,1,0,0,0
429,428,2702.71,0.594203,0.594203333,0.15,4,1,0,0,0
429,430,2702.71,0.536232,0.536231667,0.15,4,1,0,0,0
430,429,2702.71,0.536232,0.536231667,0.15,4,1,0,0,0
430,431,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
431,430,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
431,432,2702.71,0.956522,0.956521667,0.15,4,1,0,0,0
432,57,1.00E+05,2.28,2.28,0.15,4,1,0,0,0
432,431,2702.71,0.956522,0.956521667,0.15,4,1,0,0,0
432,433,2702.71,0.782609,0.782608333,0.15,4,1,0,0,0
433,432,2702.71,0.782609,0.782608333,0.15,4,1,0,0,0
433,434,2702.71,0.927536,0.927536667,0.15,4,1,0,0,0
433,479,1351.35,1.63768,1.63768,0.15,4,1,0,0,0
433,1035,2702.71,1.34783,1.34783,0.15,4,1,0,0,0
434,54,1.00E+05,1.12,1.12,0.15,4,1,0,0,0
434,433,2702.71,0.927536,0.927536667,0.15,4,1,0,0,0
434,435,2702.71,0.434783,0.434783333,0.15,4,1,0,0,0
435,55,1.00E+05,0.76,0.76,0.15,4,1,0,0,0
435,434,2702.71,0.434783,0.434783333,0.15,4,1,0,0,0
435,436,2702.71,0.333333,0.333333333,0.15,4,1,0,0,0
436,435,2702.71,0.333333,0.333333333,0.15,4,1,0.0333333,0,0
436,437,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
436,438,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
437,436,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
437,438,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
437,474,966.833,1.86957,1.869566667,0.15,4,1,0.186957,0,0
438,436,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
438,437,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
438,439,1882.58,0.782609,0.782608333,0.15,4,1,0,0,0
439,388,1946.15,2.42593,2.425933333,0.15,4,1,0,0,0
439,438,1882.58,0.782609,0.782608333,0.15,4,1,0,0,0
439,440,941.289,1.01739,1.01739,0.15,4,1,0,0,0
439,473,973.077,0.592593,0.592593333,0.15,4,1,0,0,0
440,439,941.289,1.01739,1.01739,0.15,4,1,0,0,0
440,441,1946.15,1,1,0.15,4,1,0,0,0
440,468,1946.15,0.796296,0.796296667,0.15,4,1,0,0,0
441,66,1.00E+05,1,1,0.15,4,1,0,0,0
441,440,1946.15,1,1,0.15,4,1,0,0,0
441,442,1946.15,1.09259,1.09259,0.15,4,1,0.109259,0,0
442,388,1882.58,1.12174,1.12174,0.15,4,1,0,0,0
442,441,1946.15,1.09259,1.09259,0.15,4,1,0,0,0
442,443,1946.15,0.333333,0.333333333,0.15,4,1,0,0,0
442,444,1882.58,0.573913,0.573913333,0.15,4,1,0,0,0
443,51,1.00E+05,0.92,0.92,0.15,4,1,0,0,0
443,385,1946.15,0.648148,0.648148333,0.15,4,1,0,0,0
443,442,1946.15,0.333333,0.333333333,0.15,4,1,0,0,0
444,51,1.00E+05,1.4,1.4,0.15,4,1,0,0,0
444,442,1882.58,0.573913,0.573913333,0.15,4,1,0,0,0
444,445,1882.58,0.626087,0.626086667,0.15,4,1,0,0,0
445,444,1882.58,0.626087,0.626086667,0.15,4,1,0,0,0
445,446,1325.24,0.886957,0.886956667,0.15,4,1,0,0,0
445,455,1882.58,0.495652,0.495651667,0.15,4,1,0,0,0
445,1034,662.622,0.86087,0.86087,0.15,4,1,0,0,0
446,51,1.00E+05,1.36,1.36,0.15,4,1,0,0,0
446,445,662.622,0.886957,0.886956667,0.15,4,1,0,0,0
446,447,1325.24,0.93913,0.93913,0.15,4,1,0,0,0
447,48,1.00E+05,0.44,0.44,0.15,4,1,0,0,0
447,369,1325.24,0.730435,0.730435,0.15,4,1,0,0,0
447,446,662.622,0.93913,0.93913,0.15,4,1,0,0,0
448,365,1325.24,1.09565,1.09565,0.15,4,1,0,0,0
448,449,662.622,1.06957,1.06957,0.15,4,1,0,0,0
448,455,662.622,0.991304,0.991303333,0.15,4,1,0,0,0
449,448,662.622,1.06957,1.06957,0.15,4,1,0,0,0
449,450,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
449,451,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
450,449,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
450,451,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
450,628,4017.38,1.104,1.104,0.15,4,1,0,0,0
451,449,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
451,450,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
451,452,1882.58,0.704348,0.704348333,0.15,4,1,0,0,0
452,451,1882.58,0.704348,0.704348333,0.15,4,1,0.0704348,0,0
452,453,1882.58,0.365217,0.365216667,0.15,4,1,0,0,0
452,454,1882.58,0.469565,0.469565,0.15,4,1,0,0,0
453,65,1.00E+05,0.92,0.92,0.15,4,1,0,0,0
453,452,1882.58,0.365217,0.365216667,0.15,4,1,0,0,0
453,456,941.289,1.93043,1.930433333,0.15,4,1,0,0,0
454,65,1.00E+05,0.76,0.76,0.15,4,1,0,0,0
454,452,1882.58,0.469565,0.469565,0.15,4,1,0,0,0
454,455,1882.58,0.443478,0.443478333,0.15,4,1,0,0,0
455,445,1882.58,0.495652,0.495651667,0.15,4,1,0,0,0
455,448,1325.24,0.991304,0.991303333,0.15,4,1,0,0,0
455,454,1882.58,0.443478,0.443478333,0.15,4,1,0,0,0
456,68,1.00E+05,0.84,0.84,0.15,4,1,0,0,0
456,453,1882.58,1.93043,1.930433333,0.15,4,1,0,0,0
456,457,941.289,1.22609,1.22609,0.15,4,1,0,0,0
457,72,1.00E+05,1.2,1.2,0.15,4,1,0,0,0
457,456,1882.58,1.22609,1.22609,0.15,4,1,0,0,0
457,458,1882.58,0.782609,0.782608333,0.15,4,1,0,0,0
458,457,1882.58,0.782609,0.782608333,0.15,4,1,0,0,0
458,459,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
458,460,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
459,458,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
459,460,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
459,768,5238.14,0.66289,0.66289,0.15,4,1,0.066289,0,0
460,458,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
460,459,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
460,461,2683.31,0.703704,0.703703333,0.15,4,1,0,0,0
461,460,2683.31,0.703704,0.703703333,0.15,4,1,0.0703704,0,0
461,462,2683.31,0.314815,0.314815,0.15,4,1,0,0,0
461,482,1882.58,1.53913,1.53913,0.15,4,1,0,0,0
462,461,2683.31,0.314815,0.314815,0.15,4,1,0.0314815,0,0
462,463,2683.31,0.37037,0.37037,0.15,4,1,0,0,0
463,462,2683.31,0.37037,0.37037,0.15,4,1,0,0,0
463,464,941.289,0.93913,0.93913,0.15,4,1,0,0,0
463,466,2683.31,0.888889,0.888888333,0.15,4,1,0,0,0
463,482,1882.58,1.2,1.2,0.15,4,1,0,0,0
464,72,1.00E+05,1.88,1.88,0.15,4,1,0,0,0
464,463,941.289,0.93913,0.93913,0.15,4,1,0,0,0
464,465,941.289,1.38261,1.38261,0.15,4,1,0,0,0
465,67,1.00E+05,0.48,0.48,0.15,4,1,0,0,0
465,464,941.289,1.38261,1.38261,0.15,4,1,0,0,0
465,1034,941.289,2.26957,2.269566667,0.15,4,1,0,0,0
466,463,2683.31,0.888889,0.888888333,0.15,4,1,0,0,0
466,467,1459.62,0.666667,0.666666667,0.15,4,1,0,0,0
466,470,2683.31,0.444444,0.444443333,0.15,4,1,0.0444444,0,0
466,500,1946.15,1.40741,1.40741,0.15,4,1,0,0,0
467,70,1.00E+05,1,1,0.15,4,1,0,0,0
467,466,1459.62,0.666667,0.666666667,0.15,4,1,0,0,0
467,468,1459.62,0.888889,0.888888333,0.15,4,1,0,0,0
468,69,1.00E+05,0.6,0.6,0.15,4,1,0,0,0
468,440,1946.15,0.796296,0.796296667,0.15,4,1,0,0,0
468,467,1459.62,0.888889,0.888888333,0.15,4,1,0,0,0
469,128,1.00E+05,2,2,0.15,4,1,0,0,0
469,427,3395.99,9.6087,9.6087,0.15,4,1,0,0,0
469,481,1298.36,6.28364,6.283633333,0.15,4,1,0,0,0
469,510,3395.99,6.47826,6.478266667,0.15,4,1,0,0,0
470,71,1.00E+05,0.44,0.44,0.15,4,1,0,0,0
470,466,2683.31,0.444444,0.444443333,0.15,4,1,0,0,0
470,471,2683.31,0.444444,0.444443333,0.15,4,1,0,0,0
471,470,2683.31,0.444444,0.444443333,0.15,4,1,0,0,0
471,472,973.077,0.592593,0.592593333,0.15,4,1,0,0,0
471,474,2683.31,0.407407,0.407406667,0.15,4,1,0,0,0
472,70,1.00E+05,1.96,1.96,0.15,4,1,0,0,0
472,471,973.077,0.592593,0.592593333,0.15,4,1,0,0,0
472,473,973.077,1.24074,1.24074,0.15,4,1,0,0,0
473,69,1.00E+05,0.84,0.84,0.15,4,1,0,0,0
473,439,973.077,0.592593,0.592593333,0.15,4,1,0,0,0
473,472,973.077,1.24074,1.24074,0.15,4,1,0,0,0
474,437,1697.99,1.86957,1.869566667,0.15,4,1,0.186957,0,0
474,471,2683.31,0.407407,0.407406667,0.15,4,1,0,0,0
474,475,1351.35,0.637681,0.637681667,0.15,4,1,0,0,0
474,502,651.313,2.18,2.18,0.15,4,1,0,0,0
475,474,1351.35,0.637681,0.637681667,0.15,4,1,0,0,0
475,476,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
476,475,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
476,477,1351.35,0.826087,0.826086667,0.15,4,1,0,0,0
477,60,1.00E+05,1.12,1.12,0.15,4,1,0,0,0
477,476,1351.35,0.826087,0.826086667,0.15,4,1,0,0,0
477,478,1351.35,1.44928,1.44928,0.15,4,1,0,0,0
478,477,1351.35,1.44928,1.44928,0.15,4,1,0,0,0
478,479,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
478,480,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
479,433,1351.35,1.63768,1.63768,0.15,4,1,0,0,0
