tail,head,cap,length,fft,alpha,beta,speedLimit,toll,type
540,622,3000,3.292717824,1.75,0.15,4,0,0,1
541,526,3500,0.707918239,0.44,0.15,4,0,0,2
541,582,2500,4.688582342,5.76,0.15,4,0,0,1
541,902,2500,6.071475548,8.02,0.15,4,0,0,1
542,527,3500,0.986592246,0.65,0.15,4,0,0,2
542,902,10500,3.486064412,4.21,0.15,4,0,0,1
542,903,10500,6.780134085,6.14,0.15,4,0,0,1
543,527,3500,5.893466008,3.97,0.15,4,0,0.589346601,2
543,534,3500,4.757961162,3.31,0.15,4,0,0,2
543,903,3500,1.45940142,1.4,0.15,4,0,0,2
544,515,3500,0.49084992,0.29,0.15,4,0,0,2
544,903,5000,5.282961362,5.39,0.15,4,0,0,1
544,904,5000,4.054790488,3.25,0.15,4,0,0,1
545,523,5000,0.098169984,0.12,0.15,4,0,0.009816998,2
545,524,5000,5.97871296,4.42,0.15,4,0,0,2
545,577,4000,2.953274988,3.61,0.15,4,0,0,1
545,580,4000,1.777938877,1.5,0.15,4,0,0,1
546,526,3500,4.728494074,3.23,0.15,4,0,0,2
546,527,3500,5.225185912,4.24,0.15,4,0,0,2
547,1,49500,1.388332788,0,0.15,4,0,0,3
547,548,3000,2.153028684,3.26,0.15,4,0,0,1
547,549,4500,3.833666623,4.89,0.15,4,0,0,1
547,621,5500,2.548637626,2.89,0.15,4,0,0,1
548,2,49500,1.388332788,0,0.15,4,0,0,3
548,547,3000,2.153028684,3.26,0.15,4,0,0,1
548,550,7000,4.390290432,5.81,0.15,4,0,0,1
548,552,3000,3.919428564,4.49,0.15,4,0,0,1
548,618,7500,3.142968365,3.52,0.15,4,0,0,1
549,3,49500,1.388332788,0,0.15,4,0,0,3
549,547,4500,3.833666623,4.89,0.15,4,0,0,1
549,550,5000,2.533477605,3.28,0.15,4,0,0,1
549,551,15500,5.005703578,4.21,0.15,4,0,0,1
550,4,49500,1.388332788,0,0.15,4,0,0,3
550,548,7000,4.390290432,5.81,0.15,4,0,0,1
550,549,5000,2.533477605,3.28,0.15,4,0,0,1
550,551,7000,4.589913462,5.18,0.15,4,0,0,1
550,552,2000,5.25553814,7.77,0.15,4,0,0,1
550,553,3500,2.971154799,3.92,0.15,4,0,0,1
550,560,3500,4.215596141,5.4,0.15,4,0,0,1
551,5,49500,1.388332788,0,0.15,4,0,0,3
551,495,7000,5.261943329,4.69,0.15,4,0,0,1
551,549,15500,5.005703578,4.21,0.15,4,0,0,1
551,550,7000,4.589913462,5.18,0.15,4,0,0,1
551,563,20000,3.573435698,3.08,0.15,4,0,0,1
552,6,49500,1.388332788,0,0.15,4,0,0,3
552,435,4500,2.107806117,0.89,0.15,4,0,0.210780612,1
552,548,3000,3.919428564,4.49,0.15,4,0,0,1
552,550,2000,5.25553814,7.77,0.15,4,0,0,1
552,553,8500,3.558581453,4.56,0.15,4,0,0,1
552,618,5000,4.266725,4.34,0.15,4,0,0,1
552,619,9500,4.968028835,4.8,0.15,4,0,0,1
553,7,49500,1.388332788,0,0.15,4,0,0,3
553,496,6000,2.36423899,1.3,0.15,4,0,0,1
553,550,3500,2.971154799,3.92,0.15,4,0,0,1
553,552,8500,3.558581453,4.56,0.15,4,0,0,1
553,560,7500,3.479160326,3.97,0.15,4,0,0,1
554,8,49500,1.388332788,0,0.15,4,0,0,3
554,435,4500,2.833362766,3.93,0.15,4,0,0,1
554,437,4000,1.668889728,0.62,0.15,4,0,0.166888973,1
554,614,3500,4.867090779,5.04,0.15,4,0,0,1
554,619,2500,4.504071053,4.97,0.15,4,0,0.450407105,1
554,622,2000,6.006844293,5.79,0.15,4,0,0.600684429,1
554,625,7000,2.967920018,3.39,0.15,4,0,0,1
555,9,49500,1.388332788,0,0.15,4,0,0,3
555,556,7500,4.930048316,6.36,0.15,4,0,0,1
555,622,4500,5.045969364,4.89,0.15,4,0,0.504596936,1
555,624,5500,2.59361879,2.68,0.15,4,0,0.259361879,1
555,625,13500,1.777938877,1.58,0.15,4,0,0,1
556,10,49500,1.388332788,0,0.15,4,0,0,3
556,437,4000,5.345532657,7.18,0.15,4,0,0,1
556,496,6000,1.582950758,3.71,0.15,4,0,0,1
556,555,7500,4.930048316,6.36,0.15,4,0,0,1
556,557,6500,4.618157449,5.92,0.15,4,0,0,1
556,560,4500,4.238400545,5.63,0.15,4,0,0.423840055,1
556,624,1000,6.199498863,9.28,0.15,4,0,0,1
557,11,49500,1.388332788,0,0.15,4,0,0,3
557,490,5000,3.919428564,3.59,0.15,4,0,0,1
557,556,6500,4.618157449,5.92,0.15,4,0,0,1
557,558,5000,3.003422147,3.99,0.15,4,0,0.300342215,1
557,559,5500,4.339515629,5.64,0.15,4,0,0,1
557,624,2000,7.161033623,9.25,0.15,4,0,0,1
557,630,8500,2.764498936,3.75,0.15,4,0,0,1
558,12,49500,1.388332788,0,0.15,4,0,0,3
558,491,6500,3.776679752,3.2,0.15,4,0,0,1
558,557,5000,3.003422147,3.99,0.15,4,0,0,1
558,560,4000,3.197686061,4.03,0.15,4,0,0.319768606,1
558,561,10000,3.735625386,4.26,0.15,4,0,0,1
559,13,49500,1.388332788,0,0.15,4,0,0,3
559,491,6500,1.186199182,0.6,0.15,4,0,0.118619918,1
559,557,5500,4.339515629,5.64,0.15,4,0,0,1
559,562,12000,4.239527086,5.66,0.15,4,0,0,1
559,566,7500,3.441549957,4.58,0.15,4,0,0,1
559,631,5000,5.25553814,6.1,0.15,4,0,0,1
560,14,49500,1.388332788,0,0.15,4,0,0,3
560,495,7000,0.986592246,0.94,0.15,4,0,0,1
560,550,3500,4.215596141,5.4,0.15,4,0,0,1
560,553,7500,3.479160326,3.97,0.15,4,0,0,1
560,556,4500,4.238400545,5.63,0.15,4,0,0,1
560,558,4000,3.197686061,4.03,0.15,4,0,0.319768606,1
560,561,11000,3.957360803,4.38,0.15,4,0,0,1
561,15,49500,1.388332788,0,0.15,4,0,0,3
561,492,9000,3.535487366,3.09,0.15,4,0,0,1
561,494,10000,1.084327707,1,0.15,4,0,0,1
561,558,10000,3.735625386,4.26,0.15,4,0,0,1
561,560,11000,3.957360803,4.38,0.15,4,0,0,1
562,16,49500,1.388332788,0,0.15,4,0,0,3
562,492,9000,1.186199182,0.49,0.15,4,0,0,1
562,493,14500,0.926129192,1.26,0.15,4,0,0,1
562,559,12000,4.239527086,5.66,0.15,4,0,0,1
562,563,500,3.823592129,5.61,0.15,4,0,0,1
562,567,12000,2.36423899,3.21,0.15,4,0,0,1
563,17,49500,1.388332788,0,0.15,4,0,0,3
563,494,10000,3.547734474,2.33,0.15,4,0,0,1
563,551,20000,3.573435698,3.08,0.15,4,0,0,1
563,562,500,3.823592129,5.61,0.15,4,0,0,1
563,564,24000,2.428596657,2.14,0.15,4,0,0,1
564,18,49500,1.388332788,0,0.15,4,0,0,3
564,493,14500,2.941832552,1.37,0.15,4,0,0,1
564,563,24000,2.428596657,2.14,0.15,4,0,0,1
564,565,14000,2.388572271,2.16,0.15,4,0,0,1
565,19,49500,1.388332788,0,0.15,4,0,0,3
565,564,14000,2.388572271,2.16,0.15,4,0,0.238857227,1
565,568,12000,2.471855823,2.08,0.15,4,0,0,1
565,569,6500,4.890796416,6.55,0.15,4,0,0,1
566,20,49500,1.388332788,0,0.15,4,0,0,3
566,500,4500,2.483523567,1.82,0.15,4,0,0.248352357,1
566,559,7500,3.441549957,4.58,0.15,4,0,0,1
566,567,5000,4.102056922,5.43,0.15,4,0,0,1
566,631,2000,4.651438683,7.28,0.15,4,0,0,1
567,21,49500,1.388332788,0,0.15,4,0,0,3
567,499,12500,2.4542496,1.56,0.15,4,0,0,1
567,562,12000,2.36423899,3.21,0.15,4,0,0,1
567,566,5000,4.102056922,5.43,0.15,4,0,0,1
568,22,49500,1.388332788,0,0.15,4,0,0,3
568,533,5000,2.396635085,1.26,0.15,4,0,0,1
568,565,12000,2.471855823,2.08,0.15,4,0,0.247185582,1
568,574,17500,3.31169199,3.08,0.15,4,0,0,1
569,23,49500,1.388332788,0,0.15,4,0,0,3
569,499,12500,1.688974341,2.32,0.15,4,0,0,1
569,532,5000,2.341724268,2.95,0.15,4,0,0,1
569,533,5000,1.374379776,2.98,0.15,4,0,0,1
569,565,6500,4.890796416,6.55,0.15,4,0,0,1
569,570,9000,4.24974642,5.59,0.15,4,0,0,1
569,572,3500,5.984345664,7.9,0.15,4,0,0,1
569,573,6000,4.917334499,5.09,0.15,4,0,0,1
570,24,49500,1.388332788,0,0.15,4,0,0,3
570,500,4500,1.079869824,1.36,0.15,4,0,0.107986982,1
570,569,9000,4.24974642,5.59,0.15,4,0,0,1
570,571,3000,5.637725153,6.49,0.15,4,0,0,1
570,572,5500,4.035735855,5.31,0.15,4,0,0,1
571,25,49500,1.388332788,0,0.15,4,0,0,3
571,501,5500,1.810157944,2.49,0.15,4,0,0,1
571,570,3000,5.637725153,6.49,0.15,4,0,0,1
571,572,6000,4.970925654,5.79,0.15,4,0,0,1
571,631,2000,6.191709638,6.73,0.15,4,0,0.619170964,1
571,632,2500,5.191888585,7.76,0.15,4,0,0,1
571,634,2000,6.072264127,6.3,0.15,4,0,0,1
571,637,3500,3.448550604,4.49,0.15,4,0,0,1
572,26,49500,1.388332788,0,0.15,4,0,0,3
572,569,3500,5.984345664,7.9,0.15,4,0,0.598434566,1
572,570,5500,4.035735855,5.31,0.15,4,0,0,1
572,571,6000,4.970925654,5.79,0.15,4,0,0,1
572,573,6500,4.239527086,4.91,0.15,4,0,0,1
572,576,8500,3.829884664,4.2,0.15,4,0,0,1
572,637,2500,5.839263302,6.45,0.15,4,0,0,1
573,27,49500,1.388332788,0,0.15,4,0,0,3
573,528,4000,3.848713989,5.67,0.15,4,0,0,1
573,531,3500,1.198317542,3.42,0.15,4,0,0,1
573,569,6000,4.917334499,5.09,0.15,4,0,0,1
573,572,6500,4.239527086,4.91,0.15,4,0,0,1
573,577,6500,4.728494074,4.91,0.15,4,0,0,1
574,28,49500,1.388332788,0,0.15,4,0,0,3
574,531,3500,3.620331982,2.95,0.15,4,0,0,1
574,532,5000,2.750513737,2.23,0.15,4,0,0,1
574,568,17500,3.31169199,3.08,0.15,4,0,0,1
574,575,16000,4.717276946,4.87,0.15,4,0,0,1
575,29,49500,1.388332788,0,0.15,4,0,0,3
575,528,4000,1.844453065,0.88,0.15,4,0,0,1
575,530,5000,4.047645001,2.74,0.15,4,0,0,1
575,574,16000,4.717276946,4.87,0.15,4,0,0,1
575,580,4000,5.881186714,6.05,0.15,4,0,0,1
575,581,15000,4.222451946,4.12,0.15,4,0,0,1
576,30,49500,1.388332788,0,0.15,4,0,0,3
576,572,8500,3.829884664,4.2,0.15,4,0,0,1
576,577,2000,4.881928931,6.38,0.15,4,0,0,1
576,578,2000,5.540295468,6.34,0.15,4,0,0,1
576,637,4000,5.239010177,5.8,0.15,4,0,0,1
576,643,3000,2.666908316,3.53,0.15,4,0,0,1
577,31,49500,1.388332788,0,0.15,4,0,0,3
577,530,5000,1.31708713,2.81,0.15,4,0,0,1
577,545,4000,2.953274988,3.61,0.15,4,0,0,1
577,573,6500,4.728494074,4.91,0.15,4,0,0,1
577,576,2000,4.881928931,6.38,0.15,4,0,0,1
577,578,8000,4.042881343,4.63,0.15,4,0,0,1
578,32,49500,1.388332788,0,0.15,4,0,0,3
578,507,1500,8.29869499,8.09,0.15,4,0,0,1
578,524,5500,4.418743634,4.67,0.15,4,0,0,1
578,576,2000,5.540295468,6.34,0.15,4,0,0.554029547,1
578,577,8000,4.042881343,4.63,0.15,4,0,0,1
578,579,2000,5.663313723,7.28,0.15,4,0,0,1
578,580,2500,4.9094809,6.38,0.15,4,0,0,1
578,643,12000,3.731746867,3.79,0.15,4,0,0,1
578,645,6000,5.06788863,5.85,0.15,4,0,0,1
579,33,49500,1.388332788,0,0.15,4,0,0,3
579,578,2000,5.663313723,7.28,0.15,4,0,0,1
579,580,7500,4.124314149,4.25,0.15,4,0,0,1
579,582,1500,5.50189652,5.09,0.15,4,0,0.550189652,1
579,647,5500,3.648173633,3.52,0.15,4,0,0,1
579,656,3000,5.619748781,6.63,0.15,4,0,0,1
580,34,49500,1.388332788,0,0.15,4,0,0,3
580,545,4000,1.777938877,1.5,0.15,4,0,0,1
580,575,4000,5.881186714,6.05,0.15,4,0,0,1
580,578,2500,4.9094809,6.38,0.15,4,0,0,1
580,579,7500,4.124314149,4.25,0.15,4,0,0,1
580,581,1000,5.881186714,9.79,0.15,4,0,0,1
580,582,3500,5.839263302,6.48,0.15,4,0,0,1
581,35,49500,1.388332788,0,0.15,4,0,0,3
581,575,15000,4.222451946,4.12,0.15,4,0,0,1
581,580,1000,5.881186714,9.79,0.15,4,0,0,1
581,582,7500,5.897553742,6.8,0.15,4,0,0,1
582,36,49500,1.388332788,0,0.15,4,0,0,3
582,541,2500,4.688582342,5.76,0.15,4,0,0,1
582,579,1500,5.50189652,5.09,0.15,4,0,0,1
582,580,3500,5.839263302,6.48,0.15,4,0,0,1
582,581,7500,5.897553742,6.8,0.15,4,0,0,1
582,660,3500,6.553168301,5.88,0.15,4,0,0,1
583,37,49500,1.388332788,0,0.15,4,0,0,3
583,540,3000,1.194294182,0.56,0.15,4,0,0,1
584,38,49500,1.388332788,0,0.15,4,0,0,3
584,394,500,7.680513773,4.97,0.15,4,0,0.768051377,1
584,395,3500,6.234373348,3.88,0.15,4,0,0,1
584,586,4000,7.109695549,6.15,0.15,4,0,0,1
584,588,2500,7.3306102,6.06,0.15,4,0,0,1
584,605,1500,8.444903892,8.07,0.15,4,0,0,1
584,710,1000,7.578819325,5.72,0.15,4,0,0,1
584,712,2000,7.57500518,7.48,0.15,4,0,0,1
584,768,5000,9.621157329,10.15,0.15,4,0,0,1
584,808,500,10.09052251,10.64,0.15,4,0,0,1
585,39,49500,1.388332788,0,0.15,4,0,0,3
585,401,6000,1.610100392,1.7,0.15,4,0,0.161010039,1
585,586,3000,4.9084992,4.01,0.15,4,0,0,1
585,587,6000,4.712159232,4.63,0.15,4,0,0,1
585,771,3000,4.9084992,3.88,0.15,4,0,0,1
586,40,49500,1.388332788,0,0.15,4,0,0,3
586,584,4000,7.109695549,6.15,0.15,4,0,0,1
586,585,3000,4.9084992,4.01,0.15,4,0,0,1
586,588,5500,4.713189212,4.44,0.15,4,0,0,1
586,772,3000,4.615035322,3.83,0.15,4,0,0,1
587,41,49500,1.388332788,0,0.15,4,0,0,3
587,400,500,1.625002917,0.88,0.15,4,0,0.162500292,1
587,585,6000,4.712159232,4.63,0.15,4,0,0,1
587,588,6000,4.810329216,4.73,0.15,4,0,0,1
587,592,6500,4.618157449,5.37,0.15,4,0,0,1
587,604,3500,4.654544717,4.12,0.15,4,0,0,1
588,42,49500,1.388332788,0,0.15,4,0,0,3
588,397,3000,4.024969344,3.02,0.15,4,0,0.402496934,1
588,584,2500,7.3306102,6.06,0.15,4,0,0,1
588,586,5500,4.713189212,4.44,0.15,4,0,0,1
588,587,6000,4.810329216,4.73,0.15,4,0,0,1
589,43,49500,1.388332788,0,0.15,4,0,0,3
589,590,4500,4.811327009,4.48,0.15,4,0,0,1
589,591,5500,4.613989248,3.67,0.15,4,0,0,1
589,594,1500,4.713189212,4.18,0.15,4,0,0.471318921,1
589,775,2500,5.104839168,4.97,0.15,4,0,0,1
590,44,49500,1.388332788,0,0.15,4,0,0,3
590,401,6000,3.573435698,1.81,0.15,4,0,0,1
590,589,4500,4.811327009,4.48,0.15,4,0,0,1
590,592,10000,4.9094809,4.28,0.15,4,0,0,1
590,776,7500,5.006669184,4.76,0.15,4,0,0,1
591,45,49500,1.388332788,0,0.15,4,0,0,3
591,441,6000,3.01143668,3.19,0.15,4,0,0,1
591,589,5500,4.613989248,3.67,0.15,4,0,0,1
591,592,5500,4.912425999,4.61,0.15,4,0,0,1
591,608,3500,4.819341542,5.22,0.15,4,0,0,1
591,613,5000,4.390290432,3.78,0.15,4,0,0.439029043,1
592,46,49500,1.388332788,0,0.15,4,0,0,3
592,587,6500,4.618157449,5.37,0.15,4,0,0,1
592,590,10000,4.9094809,4.28,0.15,4,0,0,1
592,591,5500,4.912425999,4.61,0.15,4,0,0,1
592,608,4000,4.4448311,4.37,0.15,4,0,0,1
592,609,2500,4.529675716,5.04,0.15,4,0,0,1
593,47,49500,1.388332788,0,0.15,4,0,0,3
593,429,6500,1.610100392,2.39,0.15,4,0,0,1
593,431,4000,1.097572608,1.27,0.15,4,0,0,1
593,594,6500,4.712159232,4.54,0.15,4,0,0,1
593,595,3500,4.713189212,4.19,0.15,4,0,0,1
594,48,49500,1.388332788,0,0.15,4,0,0,3
594,427,7000,1.198317542,1.43,0.15,4,0,0,1
594,589,1500,4.713189212,4.18,0.15,4,0,0.471318921,1
594,593,6500,4.712159232,4.54,0.15,4,0,0,1
594,596,3000,4.712159232,4.63,0.15,4,0,0,1
595,49,49500,1.388332788,0,0.15,4,0,0,3
595,432,4500,2.681311945,3.16,0.15,4,0,0,1
595,593,3500,4.713189212,4.19,0.15,4,0,0,1
595,596,3500,4.613989248,4.09,0.15,4,0,0,1
595,612,1500,4.79327017,7.06,0.15,4,0,0,1
595,617,2000,4.302709932,4.67,0.15,4,0,0,1
596,50,49500,1.388332788,0,0.15,4,0,0,3
596,441,6000,2.107806117,0.72,0.15,4,0,0,1
596,594,3000,4.712159232,4.63,0.15,4,0,0,1
596,595,3500,4.613989248,4.09,0.15,4,0,0,1
596,612,3000,4.347272667,4.23,0.15,4,0,0.434727267,1
596,613,500,4.79327017,6.09,0.15,4,0,0,1
597,51,49500,1.388332788,0,0.15,4,0,0,3
597,431,4000,3.908356278,2.91,0.15,4,0,0,1
597,599,3500,4.664876705,4.53,0.15,4,0,0,1
597,778,500,6.656037569,10.64,0.15,4,0,0,1
598,52,49500,1.388332788,0,0.15,4,0,0,3
598,599,6500,4.142966446,4.25,0.15,4,0,0,1
598,616,2500,3.403537252,4.51,0.15,4,0,0,1
598,620,3500,2.990563488,3.95,0.15,4,0,0,1
599,53,49500,1.388332788,0,0.15,4,0,0,3
599,432,4500,2.516289811,1.33,0.15,4,0,0,1
599,597,3500,4.664876705,4.53,0.15,4,0,0,1
599,598,6500,4.142966446,4.25,0.15,4,0,0,1
599,616,3000,4.395778295,5.88,0.15,4,0,0,1
599,617,1500,4.615035322,4.54,0.15,4,0,0,1
600,54,49500,1.388332788,0,0.15,4,0,0,3
600,395,3500,1.335256623,1.36,0.15,4,0,0,1
600,601,1500,4.912425999,3.74,0.15,4,0,0,1
600,602,6000,4.221309312,3.32,0.15,4,0,0,1
600,605,5000,4.615035322,3.66,0.15,4,0,0,1
601,55,49500,1.388332788,0,0.15,4,0,0,3
601,394,500,0.905078972,1.75,0.15,4,0,0.090507897,1
601,600,1500,4.912425999,3.74,0.15,4,0,0,1
601,603,1500,4.024969344,3.9,0.15,4,0,0,1
601,716,3000,4.712159232,5.17,0.15,4,0,0,1
602,56,49500,1.388332788,0,0.15,4,0,0,3
602,600,6000,4.221309312,3.32,0.15,4,0,0,1
602,603,4000,4.9084992,3.82,0.15,4,0,0,1
602,607,3000,4.623371724,4.53,0.15,4,0,0,1
602,671,3500,4.618157449,4.72,0.15,4,0,0,1
603,57,49500,1.388332788,0,0.15,4,0,0,3
603,601,1500,4.024969344,3.9,0.15,4,0,0,1
603,602,4000,4.9084992,3.82,0.15,4,0,0,1
603,672,2000,4.9094809,3.78,0.15,4,0,0,1
603,718,1000,4.814336483,3.99,0.15,4,0,0,1
604,58,49500,1.388332788,0,0.15,4,0,0,3
604,397,3000,1.777938877,1.28,0.15,4,0,0,1
604,399,7000,2.734693885,3.32,0.15,4,0,0,1
604,587,3500,4.654544717,4.12,0.15,4,0,0.465454472,1
604,605,3500,4.618157449,4.09,0.15,4,0,0,1
604,606,3500,4.024969344,3.71,0.15,4,0,0,1
605,59,49500,1.388332788,0,0.15,4,0,0,3
605,584,1500,8.444903892,8.07,0.15,4,0,0,1
605,600,5000,4.615035322,3.66,0.15,4,0,0,1
605,604,3500,4.618157449,4.09,0.15,4,0,0.461815745,1
605,607,2000,4.024969344,5.5,0.15,4,0,0,1
606,60,49500,1.388332788,0,0.15,4,0,0,3
606,403,1500,1.93621786,2.84,0.15,4,0,0.193621786,1
606,604,3500,4.024969344,3.71,0.15,4,0,0.402496934,1
606,607,3500,4.618157449,4.09,0.15,4,0,0,1
606,675,3500,5.010515516,6.4,0.15,4,0,0,1
607,61,49500,1.388332788,0,0.15,4,0,0,3
607,602,3000,4.623371724,4.53,0.15,4,0,0,1
607,605,2000,4.024969344,5.5,0.15,4,0,0,1
607,606,3500,4.618157449,4.09,0.15,4,0,0.461815745,1
607,676,500,5.006669184,6.87,0.15,4,0,0.500666918,1
608,62,49500,1.388332788,0,0.15,4,0,0,3
608,537,5500,4.333963392,3.31,0.15,4,0,0,1
608,591,3500,4.819341542,5.22,0.15,4,0,0,1
608,592,4000,4.4448311,4.37,0.15,4,0,0,1
608,609,6500,4.516881431,4.42,0.15,4,0,0,1
608,613,4500,4.615035322,4.3,0.15,4,0,0,1
609,63,49500,1.388332788,0,0.15,4,0,0,3
609,399,7000,2.195145216,0.88,0.15,4,0,0,1
609,400,500,4.035735855,6.72,0.15,4,0,0,1
609,592,2500,4.529675716,5.04,0.15,4,0,0,1
609,608,6500,4.516881431,4.42,0.15,4,0,0,1
609,611,3000,4.026160259,3.81,0.15,4,0,0,1
610,64,49500,1.388332788,0,0.15,4,0,0,3
610,537,5500,1.001140716,0.81,0.15,4,0,0,1
610,611,6500,4.418743634,3.73,0.15,4,0,0,1
610,615,8500,4.721348586,4.19,0.15,4,0,0,1
610,679,6500,4.9094809,4.77,0.15,4,0,0,1
611,65,49500,1.388332788,0,0.15,4,0,0,3
611,403,1500,3.104408483,2.07,0.15,4,0,0,1
611,609,3000,4.026160259,3.81,0.15,4,0,0,1
611,610,6500,4.418743634,3.73,0.15,4,0,0,1
611,680,4500,4.713189212,4.34,0.15,4,0,0,1
612,66,49500,1.388332788,0,0.15,4,0,0,3
612,440,2000,3.762614085,2.64,0.15,4,0,0.376261409,1
612,595,1500,4.79327017,7.06,0.15,4,0,0,1
612,596,3000,4.347272667,4.23,0.15,4,0,0,1
612,614,5500,3.730459392,4.27,0.15,4,0,0,1
612,617,5000,4.713189212,4.39,0.15,4,0,0,1
613,67,49500,1.388332788,0,0.15,4,0,0,3
613,440,2000,1.388332788,1.88,0.15,4,0,0,1
613,591,5000,4.390290432,3.78,0.15,4,0,0,1
613,596,500,4.79327017,6.09,0.15,4,0,0,1
613,608,4500,4.615035322,4.3,0.15,4,0,0,1
613,615,10000,3.829884664,3.61,0.15,4,0,0,1
614,68,49500,1.388332788,0,0.15,4,0,0,3
614,439,6000,3.762614085,2.72,0.15,4,0,0,1
614,554,3500,4.867090779,5.04,0.15,4,0,0,1
614,612,5500,3.730459392,4.27,0.15,4,0,0,1
614,619,3500,4.846249774,5.65,0.15,4,0,0,1
614,622,4000,5.492256549,6.06,0.15,4,0,0,1
615,69,49500,1.388332788,0,0.15,4,0,0,3
615,439,6000,1.249494682,1.94,0.15,4,0,0,1
615,536,2000,2.812875817,1.52,0.15,4,0,0,1
615,610,8500,4.721348586,4.19,0.15,4,0,0,1
615,613,10000,3.829884664,3.61,0.15,4,0,0,1
615,622,4000,5.06788863,5.03,0.15,4,0,0.506788863,1
616,70,49500,1.388332788,0,0.15,4,0,0,3
616,433,9500,4.50513322,3.4,0.15,4,0,0,1
616,598,2500,3.403537252,4.51,0.15,4,0,0,1
616,599,3000,4.395778295,5.88,0.15,4,0,0,1
616,618,6500,3.049594226,3.18,0.15,4,0,0,1
616,620,5500,3.044846661,3.79,0.15,4,0,0,1
617,71,49500,1.388332788,0,0.15,4,0,0,3
617,433,9500,1.2300699,1.5,0.15,4,0,0,1
617,595,2000,4.302709932,4.67,0.15,4,0,0,1
617,599,1500,4.615035322,4.54,0.15,4,0,0,1
617,612,5000,4.713189212,4.39,0.15,4,0,0,1
617,619,10500,3.241090068,3.36,0.15,4,0,0,1
618,72,49500,1.388332788,0,0.15,4,0,0,3
618,434,9000,5.102006723,4.12,0.15,4,0,0,1
618,548,7500,3.142968365,3.52,0.15,4,0,0,1
618,552,5000,4.266725,4.34,0.15,4,0,0,1
618,616,6500,3.049594226,3.18,0.15,4,0,0,1
618,621,3500,3.357928443,3.88,0.15,4,0,0,1
619,73,49500,1.388332788,0,0.15,4,0,0,3
619,434,9000,1.02492682,0.65,0.15,4,0,0,1
619,552,9500,4.968028835,4.8,0.15,4,0,0,1
619,554,2500,4.504071053,4.97,0.15,4,0,0,1
619,614,3500,4.846249774,5.65,0.15,4,0,0,1
619,617,10500,3.241090068,3.36,0.15,4,0,0,1
620,74,49500,1.388332788,0,0.15,4,0,0,3
620,598,3500,2.990563488,3.95,0.15,4,0,0,1
620,616,5500,3.044846661,3.79,0.15,4,0,0,1
620,621,3000,2.257909632,2.61,0.15,4,0,0,1
621,75,49500,1.388332788,0,0.15,4,0,0,3
621,547,5500,2.548637626,2.89,0.15,4,0,0,1
621,618,3500,3.357928443,3.88,0.15,4,0,0,1
621,620,3000,2.257909632,2.61,0.15,4,0,0.225790963,1
622,76,49500,1.388332788,0,0.15,4,0,0,3
622,540,3000,3.292717824,1.75,0.15,4,0,0.329271782,1
622,554,2000,6.006844293,5.79,0.15,4,0,0,1
622,555,4500,5.045969364,4.89,0.15,4,0,0,1
622,614,4000,5.492256549,6.06,0.15,4,0,0,1
622,615,4000,5.06788863,5.03,0.15,4,0,0,1
622,623,3500,5.195590076,5.02,0.15,4,0,0.519559008,1
622,625,2500,4.410004896,4.8,0.15,4,0,0,1
623,77,49500,1.388332788,0,0.15,4,0,0,3
623,622,3500,5.195590076,5.02,0.15,4,0,0.519559008,1
623,624,6500,4.737651241,6.26,0.15,4,0,0,1
623,627,5500,4.9094809,4.83,0.15,4,0,0,1
623,681,4000,4.630662052,4.31,0.15,4,0,0,1
624,78,49500,1.388332788,0,0.15,4,0,0,3
624,555,5500,2.59361879,2.68,0.15,4,0,0.259361879,1
624,556,1000,6.199498863,9.28,0.15,4,0,0,1
624,557,2000,7.161033623,9.25,0.15,4,0,0,1
624,623,6500,4.737651241,6.26,0.15,4,0,0,1
624,626,9500,4.329505509,4.43,0.15,4,0,0,1
625,79,49500,1.388332788,0,0.15,4,0,0,3
625,554,7000,2.967920018,3.39,0.15,4,0,0,1
625,555,13500,1.777938877,1.58,0.15,4,0,0,1
625,622,2500,4.410004896,4.8,0.15,4,0,0,1
626,80,49500,1.388332788,0,0.15,4,0,0,3
626,485,6500,2.826539148,1.68,0.15,4,0,0,1
626,624,9500,4.329505509,4.43,0.15,4,0,0,1
626,627,13000,4.9094809,5.1,0.15,4,0,0,1
626,630,11000,3.339227866,4.32,0.15,4,0,0,1
627,81,49500,1.388332788,0,0.15,4,0,0,3
627,484,6000,2.793966025,1.98,0.15,4,0,0,1
627,486,6500,3.385078076,2.22,0.15,4,0,0,1
627,623,5500,4.9094809,4.83,0.15,4,0,0,1
627,626,13000,4.9094809,5.1,0.15,4,0,0,1
628,82,49500,1.388332788,0,0.15,4,0,0,3
628,485,6500,2.195145216,2.84,0.15,4,0,0,1
628,629,6000,4.623371724,4.78,0.15,4,0,0,1
628,631,6500,5.006669184,6.55,0.15,4,0,0,1
628,632,5000,4.819341542,4.99,0.15,4,0,0,1
629,83,49500,1.388332788,0,0.15,4,0,0,3
629,479,3000,3.601647498,2.12,0.15,4,0,0.36016475,1
629,484,6000,2.460139799,3.65,0.15,4,0,0,1
629,628,6000,4.623371724,4.78,0.15,4,0,0,1
629,633,6000,4.716246966,4.89,0.15,4,0,0,1
630,84,49500,1.388332788,0,0.15,4,0,0,3
630,489,3500,2.776665577,2.68,0.15,4,0,0,1
